qmof_id,name,analysis_bin,primary_metal,outputs.pbe.bandgap,zeo_pld,zeo_lcd,zeo_density,zeo_volume,zeo_natoms
qmof-2dea218,SACPAQ_FSR,bandgap_0_to_0.5eV,Hg,0.17181,0.95927,3.01699,3.629179268,1875.732273,120
qmof-93cbc2c,PEWFEE_FSR,bandgap_0_to_0.5eV,Cu,0.022526,0.97408,2.09814,3.392561733,285.696502,24
qmof-0d0a55e,PODMUR_FSR,bandgap_0_to_0.5eV,Cu,0.043865,0.85511,1.54124,2.235255239,679.9038149,62
qmof-80d14e6,SEHDAM_FSR,bandgap_0_to_0.5eV,Cd,0.085916,1.18037,3.22357,1.644955375,1324.274665,122
qmof-043bf63,JETLEC_FSR,bandgap_0.5_to_1.0eV,Cu,0.135055,0.95718,1.85503,2.219289117,1139.316577,100
qmof-545e186,MOJWUF_FSR,bandgap_0.5_to_1.0eV,Zn,0.00724,1.14142,1.69275,1.736025326,1166.712163,122
qmof-d928e40,NEKTEE_FSR,bandgap_0.5_to_1.0eV,Mn,0.21044,0.94038,1.97183,1.5311022,1243.880524,124
qmof-9b0ccbd,BETGUF_FSR,bandgap_0.5_to_1.0eV,Cu,0.492882,1.36328,2.70936,2.474031757,924.6978361,82
qmof-230a690,WIHQEM_FSR,bandgap_0.5_to_1.0eV,Cu,0.239518,1.26027,2.89262,2.015472564,720.963791,52
qmof-3d26180,SIPYUM_FSR,bandgap_0.5_to_1.0eV,Cu,0.436287,0.85259,2.54734,1.916886685,607.645544,60
qmof-c6fb628,MICRAU_FSR,bandgap_0.5_to_1.0eV,Cu,0.365494,1.57273,3.82429,1.399495828,970.3787335,80
qmof-a3a6bff,LAFRUG_FSR,bandgap_0.5_to_1.0eV,Cu,0.26841,0.90748,1.70726,2.105982889,913.6739912,92
qmof-1f7d79e,CENLEP_FSR,bandgap_0.5_to_1.0eV,Cu,0.118091,1.10078,2.10368,3.511351801,348.9705981,24
qmof-12544e7,PITVOD_FSR,bandgap_0.5_to_1.0eV,Mn,0.188597,1.32498,5.28504,0.975222481,980.159978,83
qmof-2b29f90,ELIMOC_FSR,bandgap_0.5_to_1.0eV,Mn,0.082435,0.93687,2.08527,1.675318733,435.4449572,49
qmof-287a882,UHOCEB02_FSR,bandgap_0.5_to_1.0eV,Cu,0.454088,0.79158,1.98621,2.044614481,814.4295998,80
qmof-0c21f93,WOFYIB_FSR,bandgap_0.5_to_1.0eV,Co,0.082152,0.99306,1.96146,1.821868146,897.500372,84
qmof-79768f1,ETEVOP_FSR,bandgap_0.5_to_1.0eV,Rb,0.541684,1.24509,2.01411,1.922187588,1345.655021,92
qmof-6071ce7,IBUBIS01_FSR,bandgap_0.5_to_1.0eV,Organic_Only,0.244412,0.87745,1.98675,3.45884639,391.8725253,34
qmof-5961f99,REGMEX_FSR,bandgap_0.5_to_1.0eV,Cu,0.192383,0.74841,1.38519,2.256664456,357.8072649,34
qmof-c8cd84e,NOQBUS_FSR,bandgap_0.5_to_1.0eV,Co,0.390438,0.88026,2.36572,1.595534609,796.7752362,83
qmof-7311839,BISVUW_FSR,bandgap_0.5_to_1.0eV,Ag,0.4641,0.75996,1.82955,2.634073841,592.3901994,42
qmof-f8c7a01,DIHHOS_FSR,bandgap_0.5_to_1.0eV,Cu,0.02068,0.95124,1.90234,2.450140041,550.7111229,47
qmof-c9f9a46,PASQUX_FSR,bandgap_0.5_to_1.0eV,Cu,0.575672,1.07488,1.90806,1.910195642,594.1923401,62
qmof-a471706,SIWHAI_FSR,bandgap_1.0_to_1.5eV,Cu,0.358666,1.18981,2.12311,1.773164541,471.4704442,52
qmof-0d8afa2,MUQWOM_FSR,bandgap_1.0_to_1.5eV,Li,0.752039,1.22373,2.21787,1.608842564,1016.213032,104
qmof-3110c7f,WUTNEG_FSR,bandgap_1.0_to_1.5eV,Cu,0.410951,1.08447,1.71819,2.66358114,781.9223615,64
qmof-3feeaa5,MIJKIA_FSR,bandgap_1.0_to_1.5eV,Mn,0.644854,0.97475,2.1891,1.754769041,706.3836098,70
qmof-85bc3c6,PUPXII_FSR,bandgap_1.0_to_1.5eV,Mn,0.308943,2.62484,3.28515,1.72484683,585.5585022,52
qmof-193431e,YEQQER_FSR,bandgap_1.0_to_1.5eV,Cu,0.436014,1.20882,2.39466,2.761796879,1062.63015,84
qmof-b5bdb39,DUMHEZ01_FSR,bandgap_1.0_to_1.5eV,Cu,0.356759,0.97213,1.51566,1.826344344,650.7440678,60
qmof-dc9df4c,VORTON01_FSR,bandgap_1.0_to_1.5eV,Cu,0.460995,0.90797,2.05752,2.439045731,495.1139701,44
qmof-a457b47,BAHHUP01_FSR,bandgap_1.0_to_1.5eV,Cd,0.22935,1.75415,2.98635,1.809445487,743.5475384,64
qmof-8b33bc9,DIDYUM_FSR,bandgap_1.0_to_1.5eV,Cu,0.410297,1.02381,2.79617,2.099899173,730.3003081,64
qmof-0122bb1,BAMSEN_FSR,bandgap_1.0_to_1.5eV,Ga,0.979539,1.63694,1.96376,1.613873919,618.6294202,58
qmof-d0d6fd2,BOKXIK_FSR,bandgap_1.0_to_1.5eV,Cu,0.002652,1.44523,3.31258,1.687918131,796.3077124,56
qmof-16d3687,CUFCEN_FSR,bandgap_1.0_to_1.5eV,Mn,0.283554,2.20072,2.88726,1.864763896,481.0352905,50
qmof-9062b93,CAVGIS_FSR,bandgap_1.0_to_1.5eV,Ni,0.102067,3.29068,4.25742,1.308341991,1196.891243,94
qmof-361fd6f,BANHAA_FSR,bandgap_1.0_to_1.5eV,Zn,0.392628,1.23818,2.82061,1.432210501,1358.711694,122
qmof-a79b912,EFIWAT_FSR,bandgap_1.0_to_1.5eV,W,0.583692,1.71621,2.79059,2.726411103,1412.422199,127
qmof-31797e0,DEYWAI01_FSR,bandgap_1.0_to_1.5eV,Cu,0.441291,1.13853,1.771,2.703373968,427.5218956,32
qmof-c4f3917,DEJGUV_FSR,bandgap_1.0_to_1.5eV,Cu,0.29907,0.86582,1.74905,1.969501602,936.8567124,88
qmof-81dfe71,KALNOA_FSR,bandgap_1.0_to_1.5eV,Cu,0.293377,0.85825,1.93393,2.268460517,1094.083137,100
qmof-7668bea,FABJID_FSR,bandgap_1.0_to_1.5eV,Cu,0.367332,1.65184,2.26092,1.920422318,593.5154894,56
qmof-cea3393,JEWCIY_FSR,bandgap_1.0_to_1.5eV,Cu,0.40194,1.0875,2.17472,1.801298263,1002.333026,84
qmof-62820e8,LAZCEV_FSR,bandgap_1.0_to_1.5eV,Cu,0.585323,1.00511,2.79601,1.85413949,1048.905071,108
qmof-bf12e76,HEWRIK_FSR,bandgap_1.0_to_1.5eV,Cu,0.242894,1.16657,1.73154,2.891781323,322.202394,26
qmof-3bba393,LOJPIL_FSR,bandgap_1.0_to_1.5eV,Mo,0.651031,0.75515,1.79558,2.857637663,742.0024538,69
qmof-45a6307,WEZNUM_FSR,bandgap_1.0_to_1.5eV,Zn,0.5456,2.24403,2.94191,2.432783934,658.5077973,58
qmof-638b408,PENXIQ_FSR,bandgap_1.0_to_1.5eV,Cu,0.004702,0.90124,1.795,2.209437647,332.851887,25
qmof-d1fec5e,PAQJOG_FSR,bandgap_1.0_to_1.5eV,Mn,0.098431,0.92404,1.67467,1.687591221,813.2515756,82
qmof-c8756ec,ODIJES_FSR,bandgap_1.0_to_1.5eV,Mo,0.700853,1.00318,2.04708,1.898678894,533.7338862,54
qmof-45d422a,EDAPAC_FSR,bandgap_1.0_to_1.5eV,Cu,0.445333,1.01734,2.25865,1.639924782,1396.599442,132
qmof-1f8e39f,QAFFAF_FSR,bandgap_1.0_to_1.5eV,Mn,0.464051,0.77751,2.39787,1.750320819,730.9400633,78
qmof-f906424,GEBZAR_FSR,bandgap_1.0_to_1.5eV,Mn,0.403352,0.85192,2.38327,1.606665803,1042.524686,106
qmof-6f98772,CUTCIF_FSR,bandgap_1.0_to_1.5eV,Mn,0.006343,1.01138,2.67316,1.564563132,610.6715266,55
qmof-4e8ed50,KOFVUY_FSR,bandgap_1.0_to_1.5eV,Cd,0.430391,2.7416,5.07002,1.533595629,917.3716229,60
qmof-932ec8e,QIPPIO_FSR,bandgap_1.0_to_1.5eV,Mn,0.456345,3.75146,4.75301,1.372991575,1436.065982,93
qmof-3546d7f,MAXWUE_FSR,bandgap_1.0_to_1.5eV,Cu,0.02913,1.06224,2.05754,2.321737056,1039.500605,86
qmof-9545770,AFOLIR_FSR,bandgap_1.0_to_1.5eV,Mn,0.107635,1.02591,1.83221,1.661049816,789.4491861,85
qmof-663129a,RESGUU_FSR,bandgap_1.0_to_1.5eV,Li,0.761033,1.14308,2.73024,1.544179085,989.7443264,104
qmof-a3e45d0,NAJSUM02_FSR,bandgap_1.0_to_1.5eV,Mn,0.200589,1.04073,2.66042,1.843656071,392.8002337,32
qmof-c30e806,HUTWUQ_FSR,bandgap_1.0_to_1.5eV,Mn,0.204251,1.577,2.79818,1.431108029,1240.158261,112
qmof-5bf0c2a,QOCHAR_FSR,bandgap_1.0_to_1.5eV,Cd,0.568271,1.41252,2.47116,2.40084598,491.6359749,38
qmof-1510275,OGUVES_FSR,bandgap_1.0_to_1.5eV,Mo,0.389088,0.90903,1.94071,2.483354492,1060.606827,100
qmof-49bc51b,APASAN_FSR,bandgap_1.0_to_1.5eV,Cu,0.078311,0.93973,1.7029,1.827640624,650.2825183,60
qmof-cafe9dc,GASJES_FSR,bandgap_1.0_to_1.5eV,Cs,0.67527,1.12473,1.76977,1.92642182,775.8350812,62
qmof-7af20fe,SITGAG_FSR,bandgap_1.0_to_1.5eV,Cu,0.65254,1.17604,2.15654,1.685059032,620.14309,52
qmof-e59232d,LIYLOU_FSR,bandgap_1.0_to_1.5eV,Mn,0.043468,0.81729,1.38397,1.965386011,476.5663856,46
qmof-3b1e56c,CEPGEJ_FSR,bandgap_1.0_to_1.5eV,Cu,0.609102,1.07967,1.87454,2.203295721,1135.507564,104
qmof-d42c622,SOQVOK_FSR,bandgap_1.0_to_1.5eV,Mn,0.118532,1.77975,2.23029,1.774924692,467.1221471,49
qmof-0aea5e3,JUSXUQ_FSR,bandgap_1.0_to_1.5eV,Mn,0.457199,1.06382,2.26888,1.525685116,362.6967083,39
qmof-4fac276,DOJKEU_FSR,bandgap_1.0_to_1.5eV,Mo,0.731002,1.20755,2.07438,1.647364786,865.4208212,82
qmof-8bcdd4b,CERKAO_FSR,bandgap_1.0_to_1.5eV,Mn,0.116295,0.74467,1.73597,1.849009517,498.7099284,53
qmof-22c0271,BIYLEC_FSR,bandgap_1.5_to_2.0eV,Cu,0.231489,1.31429,2.95346,2.207845226,1220.497657,90
qmof-0331d6b,XENBUN_FSR,bandgap_1.5_to_2.0eV,Ru,0.138713,1.32185,2.32094,2.183926517,634.4377163,52
qmof-e5a036c,HAWTOQ_FSR,bandgap_1.5_to_2.0eV,Cu,0.74979,0.84972,1.99361,2.935469152,684.7080193,52
qmof-a2745e9,ESIQUS_FSR,bandgap_1.5_to_2.0eV,Mn,0.373009,1.12415,2.67165,1.624464543,886.6963257,77
qmof-1f3610c,ESEHEP_FSR,bandgap_1.5_to_2.0eV,Mn,0.731365,1.2914,2.43047,1.821418948,1636.296608,132
qmof-f46187c,LABJEF_FSR,bandgap_1.5_to_2.0eV,Cu,0.767797,1.95487,2.68368,1.61655086,1161.929316,108
qmof-6fe7cc9,KALMOZ_FSR,bandgap_1.5_to_2.0eV,Cu,0.519395,1.08359,1.66389,2.424917496,343.1577934,30
qmof-ad11f37,MEQUNI01_FSR,bandgap_1.5_to_2.0eV,Ni,0.371424,0.8021,1.62993,1.869515533,673.4914273,70
qmof-8ebb5d3,VEGZAJ_FSR,bandgap_1.5_to_2.0eV,Organic_Only,1.25122,0.80146,1.814,2.435232534,641.141197,46
qmof-21a886a,TIZCIR_FSR,bandgap_1.5_to_2.0eV,Cu,1.017194,5.15493,6.35017,1.636847374,784.681399,44
qmof-5e0e2eb,DINQUM_FSR,bandgap_1.5_to_2.0eV,Cu,0.748473,0.99123,1.69079,2.840417183,748.9390905,56
qmof-3fa29a2,RABBUS_FSR,bandgap_1.5_to_2.0eV,Cu,0.779018,1.09958,2.88228,2.867545676,947.0078855,74
qmof-b874271,HOFZAD_FSR,bandgap_1.5_to_2.0eV,Au,1.03323,1.05642,2.35607,1.945878379,1567.278642,148
qmof-b4cdf8e,EMAYUM_FSR,bandgap_1.5_to_2.0eV,Ag,0.60003,0.84897,1.80134,2.492045619,770.2234013,68
qmof-9e620c1,PIHJOH03_FSR,bandgap_1.5_to_2.0eV,Mn,0.408039,3.80178,4.25342,1.348078141,1111.887901,94
qmof-93da51e,NIGNUP_FSR,bandgap_1.5_to_2.0eV,Er,1.043994,2.89058,5.81319,1.717662075,2369.808176,148
qmof-39a2f45,PALYAD_FSR,bandgap_1.5_to_2.0eV,Mn,0.440237,0.79682,2.10919,1.65224266,968.4368517,93
qmof-5f11e5e,BIRFIU_FSR,bandgap_1.5_to_2.0eV,Cu,0.73052,0.86842,2.07446,3.103198183,1102.487584,96
qmof-6fcc83e,MUQWAY01_FSR,bandgap_1.5_to_2.0eV,Li,1.13488,1.00124,1.54296,1.580662355,1210.666968,128
qmof-df79c2c,NATYUF_FSR,bandgap_1.5_to_2.0eV,Mn,0.468624,1.25546,1.74814,1.81765808,795.0992577,86
qmof-9b8ff46,PARTEI_FSR,bandgap_1.5_to_2.0eV,Mn,0.449622,1.0365,2.61786,1.420462407,639.9976538,65
qmof-f6ecddf,NARVIM_FSR,bandgap_1.5_to_2.0eV,Cu,0.702655,1.15652,1.78926,2.122702121,1163.03677,108
qmof-e3bbf40,QIXYAY_FSR,bandgap_1.5_to_2.0eV,Cu,0.809432,0.80535,1.46876,2.775121156,1000.796124,88
qmof-81462ef,CUTCEB_FSR,bandgap_1.5_to_2.0eV,Mn,0.519072,1.00187,1.95564,1.521991504,822.2061045,79
qmof-2f9cf3e,GICZOI_FSR,bandgap_1.5_to_2.0eV,K,1.21882,0.81103,1.99028,1.608236669,671.8025667,60
qmof-01f1640,OLOFIF_FSR,bandgap_1.5_to_2.0eV,Co,0.316142,1.6736,2.92846,1.64776998,719.9094949,66
qmof-14906a2,GUKNAC01_FSR,bandgap_1.5_to_2.0eV,Mn,0.309681,1.01394,2.70629,2.679120306,1720.403389,124
qmof-9d86f1e,ODOFOC_FSR,bandgap_1.5_to_2.0eV,Cu,0.67446,1.04985,2.03328,2.759815221,734.015808,48
qmof-03814d4,SAZTIX02_FSR,bandgap_1.5_to_2.0eV,Cu,0.507983,2.30461,3.44903,1.572226746,1131.205705,94
qmof-cf1fc30,EDEDOJ_FSR,bandgap_1.5_to_2.0eV,Cu,0.534296,0.76607,1.94641,2.509440417,1614.165738,136
qmof-6219623,KIVZAR_FSR,bandgap_1.5_to_2.0eV,Cu,0.621089,0.6715,1.47106,2.911932508,572.936163,52
qmof-2f8d683,BOYWES_FSR,bandgap_1.5_to_2.0eV,Mn,0.443697,0.86363,2.72951,2.387553789,1669.889796,124
qmof-8a54112,FANZEA_FSR,bandgap_1.5_to_2.0eV,Cu,0.13324,0.8824,1.80983,2.177993204,508.4905786,49
qmof-f0a4dcc,QIFVOT_FSR,bandgap_1.5_to_2.0eV,Cu,0.748221,1.59418,2.88671,2.607589817,1110.174667,82
qmof-50d7874,EKALIL_FSR,bandgap_1.5_to_2.0eV,Cu,0.481176,1.10003,1.8429,1.95067928,1523.838177,144
qmof-268888c,LONVIV_FSR,bandgap_1.5_to_2.0eV,Mn,0.112757,6.06692,8.75596,1.335634205,1398.416068,72
qmof-acc8248,TACDOR_FSR,bandgap_1.5_to_2.0eV,Tl,0.807024,1.57701,2.05889,3.205000739,803.0307461,68
qmof-70b42ce,BIWSAE_FSR,bandgap_1.5_to_2.0eV,Cu,0.581735,3.24793,5.54609,1.714247914,1476.889243,98
qmof-80d488f,LEXREN_FSR,bandgap_1.5_to_2.0eV,Cu,0.634063,1.16546,1.893,2.406244975,1048.082552,88
qmof-1fd65b5,BAHNUW_FSR,bandgap_1.5_to_2.0eV,Ag,0.957332,2.46986,3.68411,1.55640146,1330.290312,122
qmof-4a16101,CIZWIU_FSR,bandgap_1.5_to_2.0eV,Mn,0.328395,1.34766,2.45122,1.432680939,1556.641276,150
qmof-f1ec197,UNEQOU_FSR,bandgap_1.5_to_2.0eV,Mn,0.149763,0.83397,2.01808,1.616432683,693.9520007,71
qmof-fd5ecfb,SUYDOF01_FSR,bandgap_1.5_to_2.0eV,Cu,0.644922,0.86398,1.87814,2.236916695,918.3366203,88
qmof-9544bd5,BUKHUM_FSR,bandgap_1.5_to_2.0eV,Cu,0.728808,1.4077,2.8079,1.731340031,842.9011016,76
qmof-7d579e0,WURNIG_FSR,bandgap_1.5_to_2.0eV,Cu,0.591819,1.67243,2.083,2.423139724,854.1025745,72
qmof-5ff6ae2,QOLFIH_FSR,bandgap_1.5_to_2.0eV,Fe,0.668628,0.88802,2.14409,1.886029549,950.9426841,92
qmof-0ec6421,ISADAH_FSR,bandgap_1.5_to_2.0eV,V,0.398654,0.82886,2.19899,2.376180633,829.3016046,71
qmof-2aec50f,KIHVAB_FSR,bandgap_1.5_to_2.0eV,Mn,0.194697,1.04796,2.37168,1.729121364,908.8500403,96
qmof-f5b47bc,KOFWOT_FSR,bandgap_1.5_to_2.0eV,Mn,0.390423,1.82237,3.21232,1.570119757,1196.807431,105
qmof-7351afb,UFUTAQ_FSR,bandgap_1.5_to_2.0eV,Cu,0.729599,0.95652,1.66482,1.843452727,547.3236399,48
qmof-20ebe36,CEHXIY_FSR,bandgap_2.0_to_2.5eV,Cu,0.36442,0.87984,1.95915,2.279032053,1096.543139,92
qmof-a7f15a5,BUKFAQ_FSR,bandgap_2.0_to_2.5eV,Cu,1.442036,1.12876,1.89722,1.624103449,656.06611,64
qmof-f53cf45,GOYSAO_FSR,bandgap_2.0_to_2.5eV,Cu,0.937842,0.88054,1.88481,2.049371168,601.7071863,56
qmof-d690c9a,UHOTER_FSR,bandgap_2.0_to_2.5eV,Li,1.213771,0.94071,1.57401,1.74951345,990.849398,92
qmof-6fe62e0,KOGNIE_FSR,bandgap_2.0_to_2.5eV,Cu,0.198905,1.60911,2.67898,2.047084352,959.4823975,92
qmof-8ecac40,NAYJAY_FSR,bandgap_2.0_to_2.5eV,Co,0.790259,0.88427,1.64829,1.826977657,543.8078641,54
qmof-0771f58,FAYDAN_FSR,bandgap_2.0_to_2.5eV,Zn,1.573134,1.36049,2.91596,1.498000593,1152.444783,102
qmof-a157e00,FANNAM_FSR,bandgap_2.0_to_2.5eV,Zn,1.440453,1.24336,2.4882,1.43723661,1270.695869,122
qmof-b7cf313,XAPGOK_FSR,bandgap_2.0_to_2.5eV,Ag,1.024569,0.90842,2.2339,2.43193522,921.5846198,72
qmof-d68a206,REKBAL_FSR,bandgap_2.0_to_2.5eV,Mo,1.174674,0.74776,1.81227,3.01191921,1079.641201,102
qmof-458f21b,PUMCIL_FSR,bandgap_2.0_to_2.5eV,Cd,1.168283,1.04515,1.63587,1.884345942,386.6921651,33
qmof-73c6324,BADXUZ01_FSR,bandgap_2.0_to_2.5eV,Cu,0.633837,0.98775,2.17864,1.867449395,654.1484431,66
qmof-a680360,WUFFIN_FSR,bandgap_2.0_to_2.5eV,Cu,0.854484,0.85617,1.75295,2.155404793,692.3910173,72
qmof-85790cf,XAQBOI_FSR,bandgap_2.0_to_2.5eV,Cu,1.138107,0.92558,1.8483,1.710064631,717.1811966,72
qmof-4629fe7,YEFPOR_FSR,bandgap_2.0_to_2.5eV,Cu,1.023681,1.3266,2.18461,2.353431722,432.0125065,40
qmof-a6c82f9,QAVBEW_FSR,bandgap_2.0_to_2.5eV,Mn,0.307126,0.85686,1.75,1.799980119,599.9134214,54
qmof-167de99,HICRUG_FSR,bandgap_2.0_to_2.5eV,Cu,0.289636,1.18525,2.09773,1.771510032,569.3957808,46
qmof-4721a8e,EBIVES_FSR,bandgap_2.0_to_2.5eV,Zn,1.41292,1.08316,2.43637,1.607368375,1194.613366,102
qmof-fd8c6e6,BIHRAO_FSR,bandgap_2.0_to_2.5eV,K,1.303926,1.27385,2.16277,1.731892574,1227.380666,110
qmof-ba60a35,FUXCEI_FSR,bandgap_2.0_to_2.5eV,Ag,1.599156,3.24786,4.32395,1.579739704,1751.242296,102
qmof-40093f4,DECWIS_FSR,bandgap_2.0_to_2.5eV,Cu,0.886,1.18787,2.03833,1.870235805,1061.224365,96
qmof-55c6596,ICACAS_FSR,bandgap_2.0_to_2.5eV,Cu,1.23832,1.02844,1.74732,2.434552977,762.8951649,60
qmof-34515cf,GAHZUN_FSR,bandgap_2.0_to_2.5eV,Cu,1.16769,1.43416,2.4727,3.028831882,870.1693534,66
qmof-d441feb,JEHPAO_FSR,bandgap_2.0_to_2.5eV,K,1.389475,1.13065,2.21128,1.638926437,1484.957277,136
qmof-ed94e56,HIHFAH_FSR,bandgap_2.0_to_2.5eV,Ni,0.918188,1.26025,2.58836,1.501284956,1104.291114,110
qmof-e6d34bf,WAYQOF_FSR,bandgap_2.0_to_2.5eV,Fe,1.473828,1.00938,2.21622,2.308776511,1232.095554,96
qmof-6bf0ec2,KIVWAO01_FSR,bandgap_2.0_to_2.5eV,Cu,1.050686,1.10303,2.06307,1.696826668,1087.484584,96
qmof-9466437,MUSGIQ_FSR,bandgap_2.0_to_2.5eV,Cu,1.113175,0.99794,1.78179,2.983331624,1249.259529,104
qmof-ea2f1f4,FOSQOU_FSR,bandgap_2.0_to_2.5eV,Cu,0.529814,0.86231,1.47451,1.811566347,597.7893662,65
qmof-3e3c370,QUZFEY_FSR,bandgap_2.0_to_2.5eV,Hg,0.870513,1.18852,1.68116,3.767762331,504.6409195,32
qmof-c69c808,FAHPIO_FSR,bandgap_2.0_to_2.5eV,Cd,1.480993,1.28258,2.60229,1.717801904,1314.257388,114
qmof-bb7bee0,FARXOM_FSR,bandgap_2.0_to_2.5eV,Ni,0.79851,1.07525,2.19121,1.647207424,1058.867239,94
qmof-7193001,SACSEV_FSR,bandgap_2.0_to_2.5eV,Cu,1.015372,0.95689,1.52809,2.154102014,276.1066017,24
qmof-d1d61f9,VOTCOY_FSR,bandgap_2.0_to_2.5eV,Zn,1.741496,1.3763,1.98594,1.548356013,709.9593025,73
qmof-3f0a2ed,QAXCAU_FSR,bandgap_2.0_to_2.5eV,Ag,1.248609,1.04833,1.92569,2.640777814,623.6384683,52
qmof-d0dfc27,ORAPUT_FSR,bandgap_2.0_to_2.5eV,Ru,0.719223,1.54309,3.13362,2.03512123,848.0852362,69
qmof-15486a3,HEQLOH_FSR,bandgap_2.0_to_2.5eV,Cu,1.335477,1.07683,1.85265,1.697477561,764.8742236,72
qmof-f754d4b,NEHZEF_FSR,bandgap_2.0_to_2.5eV,Mn,0.456942,2.69121,4.0576,1.57785943,755.6255201,50
qmof-a1d95f7,NOFQIK_FSR,bandgap_2.0_to_2.5eV,Cu,1.07247,1.32877,2.01166,2.589873229,813.6454575,64
qmof-715f306,FUHNUT_FSR,bandgap_2.0_to_2.5eV,Ag,1.054437,1.01693,1.61236,2.533984637,661.7778208,60
qmof-ea963b6,NEDHIN_FSR,bandgap_2.0_to_2.5eV,Cu,0.883701,1.0383,2.06286,1.728243866,1248.300591,132
qmof-d75d8da,OMECIS_FSR,bandgap_2.0_to_2.5eV,Ni,0.320753,1.45082,2.12403,1.578567801,537.6946112,61
qmof-517abf2,AWIBEP_FSR,bandgap_2.0_to_2.5eV,Lu,1.298984,0.81661,2.43148,2.194577391,843.3567562,92
qmof-529911c,CAPQIU_FSR,bandgap_2.0_to_2.5eV,Cu,1.057097,1.08112,2.08434,2.635317808,1807.972989,136
qmof-9fbe71b,DOFWUR_FSR,bandgap_2.0_to_2.5eV,Ba,1.238877,0.82613,2.22252,2.026902832,998.7632145,90
qmof-aabf74a,FEJXUO_FSR,bandgap_2.0_to_2.5eV,Mn,0.597755,0.84783,2.13377,1.730127558,302.4729404,31
qmof-cad0a5d,CUWRES_FSR,bandgap_2.0_to_2.5eV,Cu,0.911479,2.2086,2.85168,2.041062763,658.3852232,54
qmof-a57163a,ERAQET_FSR,bandgap_2.0_to_2.5eV,Cu,0.643098,1.10225,1.97983,1.865150363,1137.869255,97
qmof-d209d87,CIJTAT_FSR,bandgap_2.0_to_2.5eV,Zn,1.476762,1.05317,2.10067,1.845519133,893.4360486,89
qmof-d6563eb,MOJLII01_FSR,bandgap_2.0_to_2.5eV,Cu,0.647023,0.79577,2.34966,1.936060058,496.9323611,46
qmof-1329145,HOYMAL_FSR,bandgap_2.5_to_3.0eV,Hg,1.792959,1.3177,2.48963,3.02452245,1468.12795,108
qmof-d72a836,NIKREG_FSR,bandgap_2.5_to_3.0eV,Fe,0.593357,1.17487,1.98372,1.749284651,1170.617467,94
