qmof_id,name,analysis_bin,primary_metal,outputs.pbe.bandgap,zeo_pld,zeo_lcd,zeo_density,zeo_volume,zeo_natoms
qmof-aa82d3e,GIWTUB_FSR,bandgap_0_to_0.5eV,Cu,0.079132,0.83266,1.91365,1.636135907,726.2824329,78
qmof-2d06267,MOYWAZ_FSR,bandgap_0_to_0.5eV,Sr,0.050934,1.26613,2.584,1.653797067,1144.703803,114
qmof-e79aee6,HISGEX_FSR,bandgap_0_to_0.5eV,Rb,0.021801,0.693,1.7235,1.83920504,703.7634917,60
qmof-d0bb092,LALQEW_FSR,bandgap_0_to_0.5eV,Cd,0.157635,0.97037,3.19369,1.987953644,976.5728664,82
qmof-f94dd0a,YORKAS_FSR,bandgap_0_to_0.5eV,Cu,0.110562,1.15084,3.64268,1.651483863,898.7088934,78
qmof-80d14e6,SEHDAM_FSR,bandgap_0_to_0.5eV,Cd,0.085916,1.18037,3.22357,1.644955375,1324.274665,122
qmof-46e13c3,JIPRIM_FSR,bandgap_0_to_0.5eV,K,0.04718,1.9735,3.20754,1.384506544,839.0014783,67
qmof-214ad37,KARSAY_FSR,bandgap_0_to_0.5eV,Ag,0.077331,1.01079,2.04678,1.872393194,757.1635857,77
qmof-4241a3d,WOLKUF_FSR,bandgap_0_to_0.5eV,Zn,0.095853,1.00186,2.22464,2.049005753,930.6528522,88
qmof-d7b29f8,HUGLUS_FSR,bandgap_0_to_0.5eV,Ga,0.148485,1.71813,3.79923,1.665516905,1898.133277,148
qmof-b311e90,UTIHAH_FSR,bandgap_0_to_0.5eV,Cu,0.065578,1.02029,1.41777,1.818051293,625.9648664,54
qmof-f40f3e7,DOTZIX_FSR,bandgap_0_to_0.5eV,Co,0.214375,1.48086,3.89616,1.105378388,1024.178142,97
qmof-d2f6719,OFEGUD_FSR,bandgap_0_to_0.5eV,Cd,0.100632,1.0544,2.47646,1.912083932,1170.714943,111
qmof-c054f0b,YAKLIF_FSR,bandgap_0.5_to_1.0eV,Cu,0.371916,0.86452,1.34625,2.322523062,389.9839909,30
qmof-0c21f93,WOFYIB_FSR,bandgap_0.5_to_1.0eV,Co,0.082152,0.99306,1.96146,1.821868146,897.500372,84
qmof-1b8f727,DEZZUE_FSR,bandgap_0.5_to_1.0eV,Cu,0.338447,1.49598,3.20738,1.945051854,371.6200334,32
qmof-c937650,OSUWIJ_FSR,bandgap_0.5_to_1.0eV,Ag,0.268592,1.62488,2.30591,2.064849643,1035.936071,92
qmof-ff9ebb7,WEFDIU_FSR,bandgap_0.5_to_1.0eV,Cu,0.38958,0.98585,2.51684,1.736570109,434.4503955,46
qmof-0fcda30,HACWIR02_FSR,bandgap_0.5_to_1.0eV,Mn,0.321848,0.8958,1.59648,2.026426092,637.7490637,62
qmof-3767e26,ETETON_FSR,bandgap_0.5_to_1.0eV,K,0.61431,0.89158,2.0024,2.561741091,1350.491617,92
qmof-7311839,BISVUW_FSR,bandgap_0.5_to_1.0eV,Ag,0.4641,0.75996,1.82955,2.634073841,592.3901994,42
qmof-1cfa94a,BADXEJ01_FSR,bandgap_0.5_to_1.0eV,Cu,0.380214,0.75169,1.43453,2.23720437,340.7684934,30
qmof-462389a,KCLNLA01_FSR,bandgap_0.5_to_1.0eV,K,0.620398,1.01141,1.77495,1.779961966,1280.144159,92
qmof-c6fb628,MICRAU_FSR,bandgap_0.5_to_1.0eV,Cu,0.365494,1.57273,3.82429,1.399495828,970.3787335,80
qmof-f8c7a01,DIHHOS_FSR,bandgap_0.5_to_1.0eV,Cu,0.02068,0.95124,1.90234,2.450140041,550.7111229,47
qmof-a3a6bff,LAFRUG_FSR,bandgap_0.5_to_1.0eV,Cu,0.26841,0.90748,1.70726,2.105982889,913.6739912,92
qmof-9308b8e,GOVJAC_FSR,bandgap_0.5_to_1.0eV,Cu,0.492652,0.94922,1.71691,2.041782106,517.4914881,52
qmof-2bd5eb8,COQTAE_FSR,bandgap_0.5_to_1.0eV,K,0.486553,1.1527,2.0693,1.456041115,1128.48864,108
qmof-2b29f90,ELIMOC_FSR,bandgap_0.5_to_1.0eV,Mn,0.082435,0.93687,2.08527,1.675318733,435.4449572,49
qmof-12544e7,PITVOD_FSR,bandgap_0.5_to_1.0eV,Mn,0.188597,1.32498,5.28504,0.975222481,980.159978,83
qmof-926eb2f,PODNAY_FSR,bandgap_0.5_to_1.0eV,Cu,0.361918,1.40343,2.29808,1.633705865,607.3382606,58
qmof-043bf63,JETLEC_FSR,bandgap_0.5_to_1.0eV,Cu,0.135055,0.95718,1.85503,2.219289117,1139.316577,100
qmof-79768f1,ETEVOP_FSR,bandgap_0.5_to_1.0eV,Rb,0.541684,1.24509,2.01411,1.922187588,1345.655021,92
qmof-85bc3c6,PUPXII_FSR,bandgap_1.0_to_1.5eV,Mn,0.308943,2.62484,3.28515,1.72484683,585.5585022,52
qmof-8b33bc9,DIDYUM_FSR,bandgap_1.0_to_1.5eV,Cu,0.410297,1.02381,2.79617,2.099899173,730.3003081,64
qmof-31797e0,DEYWAI01_FSR,bandgap_1.0_to_1.5eV,Cu,0.441291,1.13853,1.771,2.703373968,427.5218956,32
qmof-9062b93,CAVGIS_FSR,bandgap_1.0_to_1.5eV,Ni,0.102067,3.29068,4.25742,1.308341991,1196.891243,94
qmof-d972c84,DINQOG_FSR,bandgap_1.0_to_1.5eV,Cu,0.429766,1.06228,2.03321,2.761222975,355.4720657,26
qmof-7192ec8,PIRNAH01_FSR,bandgap_1.0_to_1.5eV,Cs,0.736345,1.04866,1.73113,2.245156928,1171.363155,84
qmof-ba8d316,INIROM_FSR,bandgap_1.0_to_1.5eV,Co,0.488893,0.82803,1.56322,1.746231048,683.1388273,70
qmof-f906424,GEBZAR_FSR,bandgap_1.0_to_1.5eV,Mn,0.403352,0.85192,2.38327,1.606665803,1042.524686,106
qmof-6f98772,CUTCIF_FSR,bandgap_1.0_to_1.5eV,Mn,0.006343,1.01138,2.67316,1.564563132,610.6715266,55
qmof-c776af3,CAXCAG_FSR,bandgap_1.0_to_1.5eV,Cu,0.46034,1.14013,1.82554,2.014232719,684.7537031,68
qmof-d0d6fd2,BOKXIK_FSR,bandgap_1.0_to_1.5eV,Cu,0.002652,1.44523,3.31258,1.687918131,796.3077124,56
qmof-a457b47,BAHHUP01_FSR,bandgap_1.0_to_1.5eV,Cd,0.22935,1.75415,2.98635,1.809445487,743.5475384,64
qmof-81dfe71,KALNOA_FSR,bandgap_1.0_to_1.5eV,Cu,0.293377,0.85825,1.93393,2.268460517,1094.083137,100
qmof-b5bdb39,DUMHEZ01_FSR,bandgap_1.0_to_1.5eV,Cu,0.356759,0.97213,1.51566,1.826344344,650.7440678,60
qmof-45a6307,WEZNUM_FSR,bandgap_1.0_to_1.5eV,Zn,0.5456,2.24403,2.94191,2.432783934,658.5077973,58
qmof-c4f3917,DEJGUV_FSR,bandgap_1.0_to_1.5eV,Cu,0.29907,0.86582,1.74905,1.969501602,936.8567124,88
qmof-45d422a,EDAPAC_FSR,bandgap_1.0_to_1.5eV,Cu,0.445333,1.01734,2.25865,1.639924782,1396.599442,132
qmof-d1fec5e,PAQJOG_FSR,bandgap_1.0_to_1.5eV,Mn,0.098431,0.92404,1.67467,1.687591221,813.2515756,82
qmof-8bcdd4b,CERKAO_FSR,bandgap_1.0_to_1.5eV,Mn,0.116295,0.74467,1.73597,1.849009517,498.7099284,53
qmof-1f8e39f,QAFFAF_FSR,bandgap_1.0_to_1.5eV,Mn,0.464051,0.77751,2.39787,1.750320819,730.9400633,78
qmof-10ff507,HICQIW_FSR,bandgap_1.0_to_1.5eV,Mn,0.193346,1.20878,2.83717,1.466699837,1153.479433,114
qmof-7af20fe,SITGAG_FSR,bandgap_1.0_to_1.5eV,Cu,0.65254,1.17604,2.15654,1.685059032,620.14309,52
qmof-2cdc589,GEHMOW_FSR,bandgap_1.0_to_1.5eV,Cu,0.448868,1.15013,1.84875,1.882380148,517.2151032,44
qmof-4fac276,DOJKEU_FSR,bandgap_1.0_to_1.5eV,Mo,0.731002,1.20755,2.07438,1.647364786,865.4208212,82
qmof-a3e45d0,NAJSUM02_FSR,bandgap_1.0_to_1.5eV,Mn,0.200589,1.04073,2.66042,1.843656071,392.8002337,32
qmof-4d2d076,CISMOJ_FSR,bandgap_1.0_to_1.5eV,Cu,0.599867,1.10407,1.7399,1.804269,1169.8863,120
qmof-3600621,CAKTEP_FSR,bandgap_1.0_to_1.5eV,Zn,0.189633,1.13747,2.23746,1.933706433,681.3095015,68
qmof-37e26c7,PATHOI_FSR,bandgap_1.0_to_1.5eV,Cu,0.934601,1.06163,2.50076,1.951828295,844.4617321,80
qmof-0f656a9,IRIGIB_FSR,bandgap_1.0_to_1.5eV,Cu,0.606546,0.8156,1.74662,1.999007414,913.1132733,92
qmof-62820e8,LAZCEV_FSR,bandgap_1.0_to_1.5eV,Cu,0.585323,1.00511,2.79601,1.85413949,1048.905071,108
qmof-3546d7f,MAXWUE_FSR,bandgap_1.0_to_1.5eV,Cu,0.02913,1.06224,2.05754,2.321737056,1039.500605,86
qmof-0d8afa2,MUQWOM_FSR,bandgap_1.0_to_1.5eV,Li,0.752039,1.22373,2.21787,1.608842564,1016.213032,104
qmof-d42c622,SOQVOK_FSR,bandgap_1.0_to_1.5eV,Mn,0.118532,1.77975,2.23029,1.774924692,467.1221471,49
qmof-bf12e76,HEWRIK_FSR,bandgap_1.0_to_1.5eV,Cu,0.242894,1.16657,1.73154,2.891781323,322.202394,26
qmof-3b1e56c,CEPGEJ_FSR,bandgap_1.0_to_1.5eV,Cu,0.609102,1.07967,1.87454,2.203295721,1135.507564,104
qmof-3feeaa5,MIJKIA_FSR,bandgap_1.0_to_1.5eV,Mn,0.644854,0.97475,2.1891,1.754769041,706.3836098,70
qmof-d46ee4f,DAZXOU_FSR,bandgap_1.0_to_1.5eV,Cu,0.189689,0.92985,1.69866,2.182482721,675.9635192,64
qmof-638b408,PENXIQ_FSR,bandgap_1.0_to_1.5eV,Cu,0.004702,0.90124,1.795,2.209437647,332.851887,25
qmof-a471706,SIWHAI_FSR,bandgap_1.0_to_1.5eV,Cu,0.358666,1.18981,2.12311,1.773164541,471.4704442,52
qmof-193431e,YEQQER_FSR,bandgap_1.0_to_1.5eV,Cu,0.436014,1.20882,2.39466,2.761796879,1062.63015,84
qmof-5bf0c2a,QOCHAR_FSR,bandgap_1.0_to_1.5eV,Cd,0.568271,1.41252,2.47116,2.40084598,491.6359749,38
qmof-16d3687,CUFCEN_FSR,bandgap_1.0_to_1.5eV,Mn,0.283554,2.20072,2.88726,1.864763896,481.0352905,50
qmof-361fd6f,BANHAA_FSR,bandgap_1.0_to_1.5eV,Zn,0.392628,1.23818,2.82061,1.432210501,1358.711694,122
qmof-9545770,AFOLIR_FSR,bandgap_1.0_to_1.5eV,Mn,0.107635,1.02591,1.83221,1.661049816,789.4491861,85
qmof-1510275,OGUVES_FSR,bandgap_1.0_to_1.5eV,Mo,0.389088,0.90903,1.94071,2.483354492,1060.606827,100
qmof-c30e806,HUTWUQ_FSR,bandgap_1.0_to_1.5eV,Mn,0.204251,1.577,2.79818,1.431108029,1240.158261,112
qmof-4e8ed50,KOFVUY_FSR,bandgap_1.0_to_1.5eV,Cd,0.430391,2.7416,5.07002,1.533595629,917.3716229,60
qmof-2b2d255,OXCFOR_FSR,bandgap_1.0_to_1.5eV,Co,0.126121,0.83657,2.6794,2.951446705,404.9167863,36
qmof-c8756ec,ODIJES_FSR,bandgap_1.0_to_1.5eV,Mo,0.700853,1.00318,2.04708,1.898678894,533.7338862,54
qmof-0aea5e3,JUSXUQ_FSR,bandgap_1.0_to_1.5eV,Mn,0.457199,1.06382,2.26888,1.525685116,362.6967083,39
qmof-566c8f2,BIPKUH_FSR,bandgap_1.5_to_2.0eV,Cu,0.333059,1.26998,2.60918,1.760129991,995.6102965,84
qmof-8539847,ONOVAP_FSR,bandgap_1.5_to_2.0eV,Mn,0.240514,0.94256,1.61215,1.78468834,616.4676698,54
qmof-fea9e70,BOQTEH_FSR,bandgap_1.5_to_2.0eV,Ag,0.548435,1.2235,1.81435,2.318334698,733.606656,60
qmof-272dfc1,FAQSIA_FSR,bandgap_1.5_to_2.0eV,Cu,0.420839,1.13459,2.1355,2.146901991,949.0159526,81
qmof-a820aa0,GIQXUA_FSR,bandgap_1.5_to_2.0eV,Ru,0.335076,2.77217,4.16413,2.08444398,1388.492771,102
qmof-2eac6d3,CUSFAZ_FSR,bandgap_1.5_to_2.0eV,Cu,0.81404,1.01066,1.64405,2.157487137,982.9320635,96
qmof-ad7387b,MUQVOL01_FSR,bandgap_1.5_to_2.0eV,Li,1.175948,0.89168,2.09309,1.578160446,606.2931389,64
qmof-5b60b2b,VOBRAH_FSR,bandgap_1.5_to_2.0eV,Cu,0.617994,1.78892,2.60719,1.800031362,493.7664524,44
qmof-8637eeb,UDILUQ_FSR,bandgap_1.5_to_2.0eV,Mn,0.503028,1.50543,2.54829,1.53023074,979.5331749,94
qmof-f5b47bc,KOFWOT_FSR,bandgap_1.5_to_2.0eV,Mn,0.390423,1.82237,3.21232,1.570119757,1196.807431,105
qmof-9544bd5,BUKHUM_FSR,bandgap_1.5_to_2.0eV,Cu,0.728808,1.4077,2.8079,1.731340031,842.9011016,76
qmof-9e620c1,PIHJOH03_FSR,bandgap_1.5_to_2.0eV,Mn,0.408039,3.80178,4.25342,1.348078141,1111.887901,94
qmof-5d28c85,HORWAM_FSR,bandgap_1.5_to_2.0eV,Cu,0.7218,1.29243,2.19084,4.142109918,1046.211962,60
qmof-78cdf5d,MATGAQ_FSR,bandgap_1.5_to_2.0eV,Mn,0.478227,0.96684,2.30034,1.558824438,523.423839,53
qmof-acc8248,TACDOR_FSR,bandgap_1.5_to_2.0eV,Tl,0.807024,1.57701,2.05889,3.205000739,803.0307461,68
qmof-6d36b89,ODOFES_FSR,bandgap_1.5_to_2.0eV,Cu,0.782876,0.90512,1.6786,2.693399297,636.2085023,48
qmof-9be438c,GABHUN_FSR,bandgap_1.5_to_2.0eV,Cu,0.893557,0.97938,1.65153,3.552987057,741.1180822,48
qmof-97a7eaf,QORBAA_FSR,bandgap_1.5_to_2.0eV,Cu,0.790356,0.9409,1.74209,2.195527448,355.7364333,30
qmof-c47521e,GICCUS_FSR,bandgap_1.5_to_2.0eV,Mn,0.121361,1.33916,2.79912,2.848791623,886.3016497,59
qmof-1c8cb7c,ODOFIW_FSR,bandgap_1.5_to_2.0eV,Cu,0.822683,0.84415,1.57124,2.378989416,596.1829991,48
qmof-1f3610c,ESEHEP_FSR,bandgap_1.5_to_2.0eV,Mn,0.731365,1.2914,2.43047,1.821418948,1636.296608,132
qmof-c885572,ERIVEI_FSR,bandgap_1.5_to_2.0eV,Mn,0.498416,1.53602,3.12785,1.353650654,1603.419441,138
qmof-50d7874,EKALIL_FSR,bandgap_1.5_to_2.0eV,Cu,0.481176,1.10003,1.8429,1.95067928,1523.838177,144
qmof-2aa8eb1,LICXAX_FSR,bandgap_1.5_to_2.0eV,Co,0.937286,1.20482,2.01348,1.982670968,1121.052551,86
qmof-4619124,NALLAP_FSR,bandgap_1.5_to_2.0eV,Cu,0.546815,0.98149,1.6301,2.340670181,1051.815714,96
qmof-11b275c,HESKIZ_FSR,bandgap_1.5_to_2.0eV,Cu,0.245787,0.87216,2.09545,1.973147006,281.5868518,25
qmof-6fe7cc9,KALMOZ_FSR,bandgap_1.5_to_2.0eV,Cu,0.519395,1.08359,1.66389,2.424917496,343.1577934,30
qmof-6219623,KIVZAR_FSR,bandgap_1.5_to_2.0eV,Cu,0.621089,0.6715,1.47106,2.911932508,572.936163,52
qmof-4716b44,LOTROB_FSR,bandgap_1.5_to_2.0eV,Cu,0.725927,1.09004,1.96644,2.519077393,863.7608348,76
qmof-00da3cc,RETXIY_FSR,bandgap_1.5_to_2.0eV,Cu,0.428702,1.08114,2.15025,2.400834471,956.2112336,84
qmof-6104fb7,GAXNEA_FSR,bandgap_1.5_to_2.0eV,Fe,0.256314,1.39318,2.49715,2.126099963,573.1772014,57
qmof-2fb3ec3,GOSFUP_FSR,bandgap_1.5_to_2.0eV,Cu,0.584701,0.97427,2.12697,2.269234329,1555.002671,136
qmof-9806c75,LABJOP_FSR,bandgap_1.5_to_2.0eV,Cu,0.633045,2.02377,4.81781,1.683948144,1327.97501,104
qmof-27bbb6a,LETDIY_FSR,bandgap_1.5_to_2.0eV,Cu,0.271966,0.9559,1.55673,3.744320491,314.8344795,22
qmof-61d14dd,EDEDID_FSR,bandgap_1.5_to_2.0eV,Cu,0.597607,0.74982,1.90822,2.437085091,1598.040431,136
qmof-f5242a4,GOSGEA_FSR,bandgap_1.5_to_2.0eV,Cu,0.747651,1.66926,2.29347,2.273868186,761.1698013,64
qmof-7d8ce0e,WURNOM_FSR,bandgap_1.5_to_2.0eV,Cu,0.768444,1.11851,1.71105,1.984613459,724.1253852,68
qmof-8676659,AREWOL_FSR,bandgap_1.5_to_2.0eV,Ir,0.15907,1.44788,2.34446,1.951745157,1272.919324,120
qmof-df9cac4,XEBMUM_FSR,bandgap_1.5_to_2.0eV,Cu,0.758717,1.01644,1.79423,3.484046013,905.592818,68
qmof-39a2f45,PALYAD_FSR,bandgap_1.5_to_2.0eV,Mn,0.440237,0.79682,2.10919,1.65224266,968.4368517,93
qmof-d33d1b0,DACQEG_FSR,bandgap_1.5_to_2.0eV,Cu,0.171646,1.28397,2.15943,2.686589353,1059.806836,89
qmof-ba8315e,MUPKIS_FSR,bandgap_1.5_to_2.0eV,Cu,0.785509,1.16907,1.93199,2.697773535,1524.399271,128
qmof-9d86f1e,ODOFOC_FSR,bandgap_1.5_to_2.0eV,Cu,0.67446,1.04985,2.03328,2.759815221,734.015808,48
qmof-03f7272,BIWRUX_FSR,bandgap_1.5_to_2.0eV,Cu,0.817112,1.87688,4.40024,1.397095849,1359.429573,94
qmof-2499b88,WEGFEW_FSR,bandgap_1.5_to_2.0eV,Cu,0.133088,1.16032,2.24261,2.00576251,1099.106664,94
qmof-ed02e1b,DOHGAK_FSR,bandgap_1.5_to_2.0eV,Cd,0.255227,2.96215,5.65421,1.488878699,1732.621949,130
qmof-583b75f,XECWIN_FSR,bandgap_1.5_to_2.0eV,Mn,0.178799,0.78225,1.82368,2.053059424,909.3563239,92
qmof-828f8b4,LELMOG_FSR,bandgap_1.5_to_2.0eV,Cd,1.067528,1.61781,2.8741,1.902830882,860.1127785,76
qmof-623366c,DAMXAT_FSR,bandgap_1.5_to_2.0eV,Cu,0.59387,2.04093,2.28115,3.192349632,531.6550938,40
qmof-03814d4,SAZTIX02_FSR,bandgap_1.5_to_2.0eV,Cu,0.507983,2.30461,3.44903,1.572226746,1131.205705,94
qmof-6a436c8,KUQCUV_FSR,bandgap_2.0_to_2.5eV,Cs,1.653766,1.12867,1.92808,2.201065474,479.8514766,32
qmof-4a50fa6,WOPXAA01_FSR,bandgap_2.0_to_2.5eV,Mo,1.179471,0.72926,1.2651,3.067584969,796.7429768,72
qmof-c4a4198,VOQVOO_FSR,bandgap_2.0_to_2.5eV,Zn,0.978313,1.33161,2.0304,1.821162426,918.6603115,88
qmof-3ff41fb,PAMBUB_FSR,bandgap_2.0_to_2.5eV,Ag,1.683918,1.07475,1.91284,1.918434775,938.687432,84
qmof-ee1da8c,EMELIR_FSR,bandgap_2.0_to_2.5eV,Cu,1.16378,0.97327,2.09153,2.481474205,1598.478837,144
qmof-ab5d6dc,LAMXOO_FSR,bandgap_2.0_to_2.5eV,Co,0.832489,0.91111,1.63792,1.833084913,585.5166641,58
qmof-a34c45f,LOTQAM_FSR,bandgap_2.0_to_2.5eV,Cu,0.682083,0.93811,2.13115,1.662934402,1038.408171,102
qmof-9fd6fe0,CUMSEJ01_FSR,bandgap_2.0_to_2.5eV,Cd,1.042811,1.33541,3.89513,1.431100757,1608.307225,146
qmof-3fd032f,KOJCUI_FSR,bandgap_2.0_to_2.5eV,Mn,0.300828,4.89358,5.40121,1.531167518,1735.875893,132
qmof-b793535,UBUTES_FSR,bandgap_2.0_to_2.5eV,Mn,0.417368,1.0337,2.15166,1.49110283,1027.509339,99
qmof-9174c13,QEQLAC_FSR,bandgap_2.0_to_2.5eV,Hg,0.924405,3.10286,3.66753,1.890814855,1125.953023,85
qmof-d6563eb,MOJLII01_FSR,bandgap_2.0_to_2.5eV,Cu,0.647023,0.79577,2.34966,1.936060058,496.9323611,46
qmof-abf9b57,OMUYUR_FSR,bandgap_2.0_to_2.5eV,Cu,0.460654,3.3953,5.89466,1.496107726,1638.478344,128
qmof-9f89994,EFABOF_FSR,bandgap_2.0_to_2.5eV,Cu,0.929093,1.20153,3.65307,1.57878085,1224.043167,106
qmof-dcf8193,PAFWAX_FSR,bandgap_2.0_to_2.5eV,Cu,0.267484,1.21751,1.79596,1.994089304,1000.872828,86
qmof-d7633f2,MASVUY_FSR,bandgap_2.0_to_2.5eV,Ni,0.283649,1.14797,2.33218,1.421325319,669.7949205,79
qmof-d45c96f,VEVFUX_FSR,bandgap_2.0_to_2.5eV,Cu,0.931428,0.91247,1.82423,2.587916017,286.8667399,24
qmof-c9f20d8,OLOQOV_FSR,bandgap_2.0_to_2.5eV,Cu,0.912707,0.82494,1.48306,1.795581642,686.6672611,68
qmof-7127539,CIHSIW_FSR,bandgap_2.0_to_2.5eV,Cu,0.814463,0.9073,2.1504,1.799619272,642.7085462,64
qmof-d441feb,JEHPAO_FSR,bandgap_2.0_to_2.5eV,K,1.389475,1.13065,2.21128,1.638926437,1484.957277,136
qmof-371cbb6,NACKEH_FSR,bandgap_2.0_to_2.5eV,Cu,0.560656,1.18498,2.98246,1.682680184,1071.255962,90
qmof-f1b0a1e,PEYTEU_FSR,bandgap_2.0_to_2.5eV,Er,1.065976,2.18573,3.16419,2.069622242,995.7774438,92
qmof-bfbbb54,NEFMET_FSR,bandgap_2.0_to_2.5eV,K,1.487821,1.01619,1.60204,1.568512375,856.4582375,80
qmof-5dcb48a,LIWHEF_FSR,bandgap_2.0_to_2.5eV,Cu,1.144638,1.37502,1.8693,1.803103713,639.4851985,56
qmof-955f74a,JOHWIP_FSR,bandgap_2.0_to_2.5eV,Cu,1.122595,1.04514,1.99835,2.208044801,1160.14917,104
qmof-379302a,BAHZAO_FSR,bandgap_2.0_to_2.5eV,Na,1.242584,0.77537,1.8388,1.705186371,467.7162616,50
qmof-54b13b3,TADBEH_FSR,bandgap_2.0_to_2.5eV,Au,1.49084,1.05124,1.92532,2.16296341,1072.708171,80
qmof-efc74fb,CAXVII_FSR,bandgap_2.0_to_2.5eV,Fe,0.1872,10.1039,10.92248,1.144810281,1339.40141,60
qmof-0a8fd51,MIVNUC_FSR,bandgap_2.0_to_2.5eV,Mo,1.67095,1.19147,1.96402,2.211438214,808.3433574,76
qmof-40093f4,DECWIS_FSR,bandgap_2.0_to_2.5eV,Cu,0.886,1.18787,2.03833,1.870235805,1061.224365,96
qmof-9576b30,UJACOX_FSR,bandgap_2.0_to_2.5eV,Mn,0.245468,1.04996,2.00682,1.702829345,693.6239337,62
qmof-99bc583,TEXGIM_FSR,bandgap_2.0_to_2.5eV,Ni,0.557353,0.98642,1.82869,1.623270123,418.6326624,39
qmof-509d624,CUGFUH_FSR,bandgap_2.0_to_2.5eV,Mn,0.408012,1.97162,2.83945,1.539162285,815.6946958,74
qmof-4cbd9c7,SIXKIU01_FSR,bandgap_2.0_to_2.5eV,Ag,0.951321,0.70771,1.64025,2.744665524,279.4616054,26
qmof-0782391,NESPAC_FSR,bandgap_2.0_to_2.5eV,Cu,0.893238,0.90579,1.55656,2.647810246,558.2768685,52
qmof-182e268,NUKLOV_FSR,bandgap_2.0_to_2.5eV,Cu,0.832446,1.08107,1.96993,2.601896256,1131.110677,96
qmof-6815e74,ASUQAI01_FSR,bandgap_2.0_to_2.5eV,Cu,1.020105,0.9893,1.66699,2.391764505,463.2688515,44
qmof-c376a8c,UGEMUQ_FSR,bandgap_2.0_to_2.5eV,Cu,0.648378,1.18803,1.98388,1.773373172,1103.934832,100
qmof-67b33e8,ESINUR_FSR,bandgap_2.0_to_2.5eV,Fe,0.814869,0.88429,2.05811,1.575611502,1061.274702,104
qmof-663ff1d,JESXEL_FSR,bandgap_2.0_to_2.5eV,Cu,1.110487,0.88258,1.59978,2.005759203,1371.906502,144
qmof-8af7565,AYIVEK_FSR,bandgap_2.0_to_2.5eV,Mo,1.380106,0.93529,2.23266,2.100549465,942.5653803,78
qmof-46eeb9f,MAYNOQ_FSR,bandgap_2.0_to_2.5eV,Bi,1.844046,0.91464,2.56979,2.965624087,705.4995789,48
qmof-0454c23,SUNMOE_FSR,bandgap_2.0_to_2.5eV,Co,1.275935,0.97494,2.0352,1.550411626,916.5043109,93
qmof-84de0d3,JIQGEV_FSR,bandgap_2.0_to_2.5eV,Ag,1.421713,0.8523,1.43113,2.635954874,619.8000388,60
qmof-1fe9d39,TAZTOG_FSR,bandgap_2.0_to_2.5eV,Cd,1.114061,0.77163,2.2388,2.135371471,489.2448611,50
qmof-163ccaa,UVUPIM_FSR,bandgap_2.0_to_2.5eV,Cd,1.202415,1.20555,3.47978,2.015738618,837.7107434,58
qmof-5b36cd1,DUFGIW_FSR,bandgap_2.0_to_2.5eV,Cu,0.075106,1.00154,1.99443,1.744002052,689.2034911,74
qmof-b5821fa,FOZQUI_FSR,bandgap_2.0_to_2.5eV,Co,0.867286,1.47431,3.80245,1.604381454,1632.089624,148
qmof-fc713a7,GAJDIH_FSR,bandgap_2.0_to_2.5eV,Cu,1.17581,1.51053,2.48914,3.031030443,869.5381751,66
qmof-146e551,KALHOU_FSR,bandgap_2.0_to_2.5eV,Cu,1.138371,1.21358,2.31845,2.307703342,712.5387065,56
qmof-acc6fa7,IPUCEB_FSR,bandgap_2.5_to_3.0eV,Cd,2.078615,1.85566,3.12127,1.979876758,1171.872052,90
